,#,الرقم الوزاري,اسم المدرسة,المرحلة,نوع التعليم,مكتب التعليم,الجنس,الحي,نوع البناء,الفترة,مستقلة/ملحقة,عدد الفصول ,حجم المدرسة,خط العرض,خط الطول,الموقع,CL,O&M,HVAC,All scope
152,153,34177,الطفولة المبكرة بابتدائية الثلاثون بعد المائة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,حكومي,صباحي,مستقل,20,وسط,21.59279,39.19984,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
153,154,34135,الابتدائية السابعة بعد المائة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,الرحاب,حكومي,صباحي,مستقل,21,وسط,21.55986,39.21688,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
154,155,34055,الابتدائية السابعة والعشرون- صفوف عليا,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,حكومي,صباحي,مستقل,21,وسط,21.56979,39.21452,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
155,156,34134,الطفولة المبكرة بابتدائية السادسة بعد المائة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,حكومي,صباحي,مستقل,18,وسط,21.57257,39.22291,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
156,157,34084,الابتدائية السادسة والخمسون,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,السامر,حكومي,صباحي,مستقل,16,وسط,21.58127,39.23445,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
157,158,35087,الطفولة المبكرة بابتدائية الثانية بعد المئتين,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,السامر,حكومي,صباحي,مستقل,22,كبير,21.58181,39.23331,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
158,159,34262,ابتدائية تحفيظ القران الرابعة عشر,المرحلة الإبتدائية,تحفيظ قران,مكتب التعليم بالصفا,بنات,الرحاب,حكومي,صباحي,مستقل,12,صغير,21.55445,39.21953,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
159,160,34245,الابتدائية الثمانون بعد المائة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,مستأجر,صباحي,مستقل,13,وسط,21.58963,39.1997,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
160,161,34227,الطفولة المبكرة بابتدائية السادسة والستون بعد المائة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,الأجواد,حكومي,صباحي,مستقل,21,وسط,21.60443,39.26361,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
161,162,M344425,الثانوية الثانية والثلاثون - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,حكومي,صباحي,مشترك اساسي,16,وسط,21.56961,39.21402,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
162,163,M344685,الثانوية التاسعة والاربعون نظام - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالصفا,بنات,السامر,حكومي,صباحي,مشترك اساسي,16,وسط,21.58184,39.23437,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
163,164,M134057,الثانوية الخامسة والتسعون - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالصفا,بنات,المروة,حكومي,صباحي,مشترك اساسي,15,وسط,21.62405,39.19849,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
164,165,M134175,الثانوية السادسة والسبعون - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالصفا,بنات,السامر,حكومي,صباحي,مشترك اساسي,16,وسط,21.59292,39.24604,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
165,166,M3934431,الثانوية الرابعة والعشرون - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالصفا,بنات,المروة,حكومي,صباحي,مشترك اساسي,20,وسط,21.61143,39.21385,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
166,167,M35271,الثانوية التسعون بجدة - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالصفا,بنات,الاجواد,حكومي,صباحي,مشترك اساسي,18,وسط,21.59583,39.25659,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
167,168,M3934478,الثانوية الستون - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالصفا,بنات,المنار,حكومي,صباحي,مشترك اساسي,16,وسط,21.59798,39.23729,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
168,169,M3934471,الثانوية الثالثة والخمسون - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,حكومي,صباحي,مشترك اساسي,24,كبير,21.57753,39.20491,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
169,170,M3935270,الثانوية التاسعة والثمانون - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,حكومي,صباحي,مشترك اساسي,17,وسط,21.57261,39.22338,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
170,171,M351865,الثانوية الثامنة و السبعون - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالصفا,بنات,الرحاب,حكومي,صباحي,مشترك اساسي,18,وسط,21.55990,39.21752,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
171,172,M344645,الثانوية السابعة والاربعون - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,حكومي,صباحي,مشترك اساسي,18,وسط,21.59258,39.20029,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
172,173,M3934491,الثانوية التاسعة والستون - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالصفا,بنات,السامر,حكومي,صباحي,مشترك اساسي,16,وسط,21.58163,39.24491,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
173,174,M3935543,الثانوية التاسعة بعد المائة - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالصفا,بنات,السامر,حكومي,صباحي,مشترك اساسي,14,وسط,21.57530,39.2417,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
174,175,M3934458,الثانوية الثانية والاربعون - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,حكومي,صباحي,مشترك اساسي,19,وسط,21.60005,39.21221,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
175,176,34309,المتوسطة الثلاثون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,حكومي,صباحي,مستقل,12,صغير,21.57542,39.21158,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
176,177,34384,المتوسطة الرابعة و الثمانون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالصفا,بنات,المنار,حكومي,صباحي,مستقل,17,وسط,21.59732,39.23757,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
177,178,34377,المتوسطة الثمانون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالصفا,بنات,المروة,حكومي,صباحي,مستقل,19,وسط,21.62311,39.19803,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
178,179,34316,المتوسطة السابعة و الثلاثون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,حكومي,صباحي,مستقل,16,وسط,21.59244,39.19945,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
179,180,34281,المتوسطة الثانية,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالصفا,بنات,المنار,حكومي,صباحي,مشترك اساسي,12,صغير,39.234066,21.609101,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
180,181,34332,المتوسطة الخامسة والاربعون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,حكومي,صباحي,مستقل,14,وسط,21.57298,39.22274,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
181,182,34405,متوسطة تحفيظ القرآن الخامسة,المرحلة المتوسطة,تحفيظ قران,مكتب التعليم بالصفا,بنات,الصفا,حكومي,صباحي,مستقل,9,صغير,21.57628,39.21144,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
182,183,34354,المتوسطة الثانية و الستون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالصفا,بنات,الرحاب,حكومي,صباحي,مشترك اساسي,9,صغير,21.56041,39.22913,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
183,184,34337,المتوسطة الخمسون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالصفا,بنات,الرحاب,حكومي,صباحي,مستقل,18,وسط,21.55975,39.21626,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
184,185,34381,المتوسطة السادسة و الثمانون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,حكومي,صباحي,مشترك اساسي,17,وسط,21.56926,39.21454,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
185,186,34306,المتوسطة السابعة و العشرون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالصفا,بنات,المروة,حكومي,صباحي,مستقل,19,وسط,21.61205,39.21426,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
186,187,34370,المتوسطة الرابعة و السبعون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,حكومي,صباحي,مشترك اساسي,23,كبير,21.58406,39.20256,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
187,188,34360,المتوسطة الرابعة و الستون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالصفا,بنات,السامر,حكومي,صباحي,مستقل,18,وسط,21.58112,39.23429,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
188,189,34315,المتوسطة السادسة و الثلاثون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالصفا,بنات,الاجواد,حكومي,صباحي,مستقل,20,وسط,21.59602,39.25558,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
189,190,34403,المتوسطة التاسعة و التسعون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالصفا,بنات,السامر,حكومي,صباحي,مستقل,16,وسط,21.59174,39.24748,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
